(10, 11) (12, 13) (15, 16) (11, 13)
(10, 11) (2, 27) (19, 47) (15, 12)
(10, 11) (2, 27) (19, 47) (8, 3)
(10, 11) (2, 27) (19, 47) (5, 0)
(10, 11) (2, 27) (19, 47) (4, 2)
(10, 11) (2, 27) (19, 47) (10, 9)
(10, 11) (2, 27) (21, 40) (36, 37)
(10, 11) (2, 27) (21, 40) (38, 36)
(10, 11) (2, 27) (21, 40) (50, 46)
(10, 11) (2, 27) (21, 40) (50, 46)
(10, 11) (2, 27) (21, 40) (47, 41)
(10, 11) (2, 27) (21, 40) (37, 33)
(10, 11) (2, 27) (21, 40) (42, 36)
(10, 11) (2, 27) (21, 40) (38, 32)
(10, 11) (2, 27) (21, 40) (44, 33)
(10, 11) (2, 27) (21, 40) (45, 33)
(10, 11) (2, 27) (21, 40) (38, 29)
(10, 11) (2, 27) (21, 40) (37, 28)
(10, 11) (2, 27) (21, 40) (50, 29)
(10, 11) (2, 27) (21, 40) (34, 26)
(10, 11) (2, 27) (21, 40) (34, 25)
(10, 11) (2, 27) (21, 40) (35, 25)
(10, 11) (2, 27) (21, 40) (48, 22)
(10, 11) (2, 27) (21, 40) (31, 24)
(10, 11) (2, 27) (21, 40) (44, 20)
(10, 11) (2, 27) (21, 40) (42, 20)
(10, 11) (2, 27) (21, 40) (36, 19)
(10, 11) (2, 27) (21, 40) (45, 13)
(10, 11) (2, 27) (21, 40) (34, 19)
(10, 11) (2, 27) (21, 40) (50, 8)
(10, 11) (2, 27) (21, 40) (47, 6)
(10, 11) (2, 27) (21, 40) (33, 18)
(10, 11) (2, 27) (21, 40) (43, 6)
(10, 11) (2, 27) (21, 40) (37, 12)
(10, 11) (2, 27) (21, 40) (38, 9)
(10, 11) (2, 27) (21, 40) (42, 4)
(10, 11) (2, 27) (21, 40) (33, 15)
(10, 11) (2, 27) (21, 40) (34, 11)
(10, 11) (2, 27) (21, 40) (33, 12)
(10, 11) (2, 27) (21, 40) (35, 3)
(10, 11) (2, 27) (21, 40) (33, 3)
(10, 11) (2, 27) (21, 40) (30, 7)
(10, 11) (2, 27) (21, 40) (29, 2)
(10, 11) (2, 27) (21, 40) (27, 3)
(10, 11) (2, 27) (21, 40) (27, 2)
(10, 11) (2, 27) (21, 40) (25, 6)
(10, 11) (2, 27) (21, 40) (25, 6)
(10, 11) (2, 27) (21, 40) (23, 12)
(10, 11) (2, 27) (21, 40) (24, 20)
(10, 11) (2, 27) (21, 40) (21, 10)
(10, 11) (2, 27) (21, 40) (19, 4)
(10, 11) (2, 27) (21, 40) (24, 22)
(10, 11) (2, 27) (21, 40) (13, 7)
(10, 11) (2, 27) (21, 40) (19, 16)
(10, 11) (2, 27) (21, 40) (15, 12)
(10, 11) (2, 27) (21, 40) (8, 3)
(10, 11) (2, 27) (21, 40) (5, 0)
(10, 11) (2, 27) (21, 40) (4, 2)
(10, 11) (2, 27) (21, 40) (10, 9)
(10, 11) (2, 27) (22, 42) (38, 36)
(10, 11) (2, 27) (22, 42) (50, 46)
(10, 11) (2, 27) (22, 42) (50, 46)
(10, 11) (2, 27) (22, 42) (47, 41)
(10, 11) (2, 27) (22, 42) (37, 33)
(10, 11) (2, 27) (22, 42) (42, 36)
(10, 11) (2, 27) (22, 42) (38, 32)
(10, 11) (2, 27) (22, 42) (44, 33)
(10, 11) (2, 27) (22, 42) (45, 33)
(10, 11) (2, 27) (22, 42) (38, 29)
(10, 11) (2, 27) (22, 42) (37, 28)
(10, 11) (2, 27) (22, 42) (50, 29)
(10, 11) (2, 27) (22, 42) (34, 26)
(10, 11) (2, 27) (22, 42) (34, 25)
(10, 11) (2, 27) (22, 42) (35, 25)
(10, 11) (2, 27) (22, 42) (48, 22)
(10, 11) (2, 27) (22, 42) (31, 24)
(10, 11) (2, 27) (22, 42) (44, 20)
(10, 11) (2, 27) (22, 42) (42, 20)
(10, 11) (2, 27) (22, 42) (36, 19)
(10, 11) (2, 27) (22, 42) (45, 13)
(10, 11) (2, 27) (22, 42) (34, 19)
(10, 11) (2, 27) (22, 42) (50, 8)
(10, 11) (2, 27) (22, 42) (47, 6)
(10, 11) (2, 27) (22, 42) (33, 18)
(10, 11) (2, 27) (22, 42) (43, 6)
(10, 11) (2, 27) (22, 42) (37, 12)
(10, 11) (2, 27) (22, 42) (38, 9)
(10, 11) (2, 27) (22, 42) (42, 4)
(10, 11) (2, 27) (22, 42) (33, 15)
(10, 11) (2, 27) (22, 42) (34, 11)
(10, 11) (2, 27) (22, 42) (33, 12)
(10, 11) (2, 27) (22, 42) (35, 3)
(10, 11) (2, 27) (22, 42) (33, 3)
(10, 11) (2, 27) (22, 42) (30, 7)
(10, 11) (2, 27) (22, 42) (29, 2)
(10, 11) (2, 27) (22, 42) (27, 3)
(10, 11) (2, 27) (22, 42) (27, 2)
(10, 11) (2, 27) (22, 42) (25, 6)
(10, 11) (2, 27) (22, 42) (25, 6)
(10, 11) (2, 27) (22, 42) (23, 12)
(10, 11) (2, 27) (22, 42) (24, 20)
(10, 11) (2, 27) (22, 42) (21, 10)
(10, 11) (2, 27) (22, 42) (19, 4)
(10, 11) (2, 27) (22, 42) (24, 22)
(10, 11) (2, 27) (22, 42) (13, 7)
(10, 11) (2, 27) (22, 42) (19, 16)
(10, 11) (2, 27) (22, 42) (15, 12)
(10, 11) (2, 27) (22, 42) (8, 3)
(10, 11) (2, 27) (22, 42) (5, 0)
(10, 11) (2, 27) (22, 42) (4, 2)
(10, 11) (2, 27) (22, 42) (10, 9)
(10, 11) (2, 27) (26, 44) (50, 46)
(10, 11) (2, 27) (26, 44) (50, 46)
(10, 11) (2, 27) (26, 44) (47, 41)
(10, 11) (2, 27) (26, 44) (37, 33)
(10, 11) (2, 27) (26, 44) (42, 36)
(10, 11) (2, 27) (26, 44) (38, 32)
(10, 11) (2, 27) (26, 44) (44, 33)
(10, 11) (2, 27) (26, 44) (45, 33)
(10, 11) (2, 27) (26, 44) (38, 29)
(10, 11) (2, 27) (26, 44) (37, 28)
(10, 11) (2, 27) (26, 44) (50, 29)
(10, 11) (2, 27) (26, 44) (34, 26)
(10, 11) (2, 27) (26, 44) (34, 25)
(10, 11) (2, 27) (26, 44) (35, 25)
(10, 11) (2, 27) (26, 44) (48, 22)
(10, 11) (2, 27) (26, 44) (31, 24)
(10, 11) (2, 27) (26, 44) (44, 20)
(10, 11) (2, 27) (26, 44) (42, 20)
(10, 11) (2, 27) (26, 44) (36, 19)
(10, 11) (2, 27) (26, 44) (45, 13)
(10, 11) (2, 27) (26, 44) (34, 19)
(10, 11) (2, 27) (26, 44) (50, 8)
(10, 11) (2, 27) (26, 44) (47, 6)
(10, 11) (2, 27) (26, 44) (33, 18)
(10, 11) (2, 27) (26, 44) (43, 6)
(10, 11) (2, 27) (26, 44) (37, 12)
(10, 11) (2, 27) (26, 44) (38, 9)
(10, 11) (2, 27) (26, 44) (42, 4)
(10, 11) (2, 27) (26, 44) (33, 15)
(10, 11) (2, 27) (26, 44) (34, 11)
(10, 11) (2, 27) (26, 44) (33, 12)
(10, 11) (2, 27) (26, 44) (35, 3)
(10, 11) (2, 27) (26, 44) (33, 3)
(10, 11) (2, 27) (26, 44) (30, 7)
(10, 11) (2, 27) (26, 44) (29, 2)
(10, 11) (2, 27) (26, 44) (27, 3)
(10, 11) (2, 27) (26, 44) (27, 2)
(10, 11) (2, 27) (26, 44) (25, 6)
(10, 11) (2, 27) (26, 44) (25, 6)
(10, 11) (2, 27) (26, 44) (23, 12)
(10, 11) (2, 27) (26, 44) (24, 20)
(10, 11) (2, 27) (26, 44) (21, 10)
(10, 11) (2, 27) (26, 44) (19, 4)
(10, 11) (2, 27) (26, 44) (24, 22)
(10, 11) (2, 27) (26, 44) (13, 7)
(10, 11) (2, 27) (26, 44) (19, 16)
(10, 11) (2, 27) (26, 44) (15, 12)
(10, 11) (2, 27) (26, 44) (8, 3)
(10, 11) (2, 27) (26, 44) (5, 0)
(10, 11) (2, 27) (26, 44) (4, 2)
(10, 11) (2, 27) (26, 44) (10, 9)
(10, 11) (2, 27) (26, 36) (50, 46)
(10, 11) (2, 27) (26, 36) (47, 41)
(10, 11) (2, 27) (26, 36) (37, 33)
(10, 11) (2, 27) (26, 36) (42, 36)
(10, 11) (2, 27) (26, 36) (38, 32)
(10, 11) (2, 27) (26, 36) (44, 33)
(10, 11) (2, 27) (26, 36) (45, 33)
(10, 11) (2, 27) (26, 36) (38, 29)
(10, 11) (2, 27) (26, 36) (37, 28)
(10, 11) (2, 27) (26, 36) (50, 29)
(10, 11) (2, 27) (26, 36) (34, 26)
(10, 11) (2, 27) (26, 36) (34, 25)
(10, 11) (2, 27) (26, 36) (35, 25)
(10, 11) (2, 27) (26, 36) (48, 22)
(10, 11) (2, 27) (26, 36) (31, 24)
(10, 11) (2, 27) (26, 36) (44, 20)
(10, 11) (2, 27) (26, 36) (42, 20)
(10, 11) (2, 27) (26, 36) (36, 19)
(10, 11) (2, 27) (26, 36) (45, 13)
(10, 11) (2, 27) (26, 36) (34, 19)
(10, 11) (2, 27) (26, 36) (50, 8)
(10, 11) (2, 27) (26, 36) (47, 6)
(10, 11) (2, 27) (26, 36) (33, 18)
(10, 11) (2, 27) (26, 36) (43, 6)
(10, 11) (2, 27) (26, 36) (37, 12)
(10, 11) (2, 27) (26, 36) (38, 9)
(10, 11) (2, 27) (26, 36) (42, 4)
(10, 11) (2, 27) (26, 36) (33, 15)
(10, 11) (2, 27) (26, 36) (34, 11)
(10, 11) (2, 27) (26, 36) (33, 12)
(10, 11) (2, 27) (26, 36) (35, 3)
(10, 11) (2, 27) (26, 36) (33, 3)
(10, 11) (2, 27) (26, 36) (30, 7)
(10, 11) (2, 27) (26, 36) (29, 2)
(10, 11) (2, 27) (26, 36) (27, 3)
(10, 11) (2, 27) (26, 36) (27, 2)
(10, 11) (2, 27) (26, 36) (25, 6)
(10, 11) (2, 27) (26, 36) (25, 6)
(10, 11) (2, 27) (26, 36) (23, 12)
(10, 11) (2, 27) (26, 36) (24, 20)
(10, 11) (2, 27) (26, 36) (21, 10)
(10, 11) (2, 27) (26, 36) (19, 4)
(10, 11) (2, 27) (26, 36) (24, 22)
(10, 11) (2, 27) (26, 36) (13, 7)
(10, 11) (2, 27) (26, 36) (19, 16)
(10, 11) (2, 27) (26, 36) (15, 12)
(10, 11) (2, 27) (26, 36) (8, 3)
(10, 11) (2, 27) (26, 36) (5, 0)
(10, 11) (2, 27) (26, 36) (4, 2)
(10, 11) (2, 27) (26, 36) (10, 9)
(10, 11) (2, 27) (28, 44) (47, 41)
(10, 11) (2, 27) (28, 44) (37, 33)
(10, 11) (2, 27) (28, 44) (42, 36)
(10, 11) (2, 27) (28, 44) (38, 32)
(10, 11) (2, 27) (28, 44) (44, 33)
(10, 11) (2, 27) (28, 44) (45, 33)
(10, 11) (2, 27) (28, 44) (38, 29)
(10, 11) (2, 27) (28, 44) (37, 28)
(10, 11) (2, 27) (28, 44) (50, 29)
(10, 11) (2, 27) (28, 44) (34, 26)
(10, 11) (2, 27) (28, 44) (34, 25)
(10, 11) (2, 27) (28, 44) (35, 25)
(10, 11) (2, 27) (28, 44) (48, 22)
(10, 11) (2, 27) (28, 44) (31, 24)
(10, 11) (2, 27) (28, 44) (44, 20)
(10, 11) (2, 27) (28, 44) (42, 20)
(10, 11) (2, 27) (28, 44) (36, 19)
(10, 11) (2, 27) (28, 44) (45, 13)
(10, 11) (2, 27) (28, 44) (34, 19)
(10, 11) (2, 27) (28, 44) (50, 8)
(10, 11) (2, 27) (28, 44) (47, 6)
(10, 11) (2, 27) (28, 44) (33, 18)
(10, 11) (2, 27) (28, 44) (43, 6)
(10, 11) (2, 27) (28, 44) (37, 12)
(10, 11) (2, 27) (28, 44) (38, 9)
(10, 11) (2, 27) (28, 44) (42, 4)
(10, 11) (2, 27) (28, 44) (33, 15)
(10, 11) (2, 27) (28, 44) (34, 11)
(10, 11) (2, 27) (28, 44) (33, 12)
(10, 11) (2, 27) (28, 44) (35, 3)
(10, 11) (2, 27) (28, 44) (33, 3)
(10, 11) (2, 27) (28, 44) (30, 7)
(10, 11) (2, 27) (28, 44) (29, 2)
(10, 11) (2, 27) (28, 44) (27, 3)
(10, 11) (2, 27) (28, 44) (27, 2)
(10, 11) (2, 27) (28, 44) (25, 6)
(10, 11) (2, 27) (28, 44) (25, 6)
(10, 11) (2, 27) (28, 44) (23, 12)
(10, 11) (2, 27) (28, 44) (24, 20)
(10, 11) (2, 27) (28, 44) (21, 10)
(10, 11) (2, 27) (28, 44) (19, 4)
(10, 11) (2, 27) (28, 44) (24, 22)
(10, 11) (2, 27) (28, 44) (13, 7)
(10, 11) (2, 27) (28, 44) (19, 16)
(10, 11) (2, 27) (28, 44) (15, 12)
(10, 11) (2, 27) (28, 44) (8, 3)
(10, 11) (2, 27) (28, 44) (5, 0)
(10, 11) (2, 27) (28, 44) (4, 2)
(10, 11) (2, 27) (28, 44) (10, 9)
(10, 11) (2, 27) (29, 49) (37, 33)
(10, 11) (2, 27) (29, 49) (42, 36)
(10, 11) (2, 27) (29, 49) (38, 32)
(10, 11) (2, 27) (29, 49) (44, 33)
(10, 11) (2, 27) (29, 49) (45, 33)
(10, 11) (2, 27) (29, 49) (38, 29)
(10, 11) (2, 27) (29, 49) (37, 28)
(10, 11) (2, 27) (29, 49) (50, 29)
(10, 11) (2, 27) (29, 49) (34, 26)
(10, 11) (2, 27) (29, 49) (34, 25)
(10, 11) (2, 27) (29, 49) (35, 25)
(10, 11) (2, 27) (29, 49) (48, 22)
(10, 11) (2, 27) (29, 49) (31, 24)
(10, 11) (2, 27) (29, 49) (44, 20)
(10, 11) (2, 27) (29, 49) (42, 20)
(10, 11) (2, 27) (29, 49) (36, 19)
(10, 11) (2, 27) (29, 49) (45, 13)
(10, 11) (2, 27) (29, 49) (34, 19)
(10, 11) (2, 27) (29, 49) (50, 8)
(10, 11) (2, 27) (29, 49) (47, 6)
(10, 11) (2, 27) (29, 49) (33, 18)
(10, 11) (2, 27) (29, 49) (43, 6)
(10, 11) (2, 27) (29, 49) (37, 12)
(10, 11) (2, 27) (29, 49) (38, 9)
(10, 11) (2, 27) (29, 49) (42, 4)
(10, 11) (2, 27) (29, 49) (33, 15)
(10, 11) (2, 27) (29, 49) (34, 11)
(10, 11) (2, 27) (29, 49) (33, 12)
(10, 11) (2, 27) (29, 49) (35, 3)
(10, 11) (2, 27) (29, 49) (33, 3)
(10, 11) (2, 27) (29, 49) (30, 7)
(10, 11) (2, 27) (29, 49) (29, 2)
(10, 11) (2, 27) (29, 49) (27, 3)
(10, 11) (2, 27) (29, 49) (27, 2)
(10, 11) (2, 27) (29, 49) (25, 6)
(10, 11) (2, 27) (29, 49) (25, 6)
(10, 11) (2, 27) (29, 49) (23, 12)
(10, 11) (2, 27) (29, 49) (24, 20)
(10, 11) (2, 27) (29, 49) (21, 10)
(10, 11) (2, 27) (29, 49) (19, 4)
(10, 11) (2, 27) (29, 49) (24, 22)
(10, 11) (2, 27) (29, 49) (13, 7)
(10, 11) (2, 27) (29, 49) (19, 16)
(10, 11) (2, 27) (29, 49) (15, 12)
(10, 11) (2, 27) (29, 49) (8, 3)
(10, 11) (2, 27) (29, 49) (5, 0)
(10, 11) (2, 27) (29, 49) (4, 2)
(10, 11) (2, 27) (29, 49) (10, 9)
(10, 11) (2, 27) (29, 48) (42, 36)
(10, 11) (2, 27) (29, 48) (38, 32)
(10, 11) (2, 27) (29, 48) (44, 33)
(10, 11) (2, 27) (29, 48) (45, 33)
(10, 11) (2, 27) (29, 48) (38, 29)
(10, 11) (2, 27) (29, 48) (37, 28)
(10, 11) (2, 27) (29, 48) (50, 29)
(10, 11) (2, 27) (29, 48) (34, 26)
(10, 11) (2, 27) (29, 48) (34, 25)
(10, 11) (2, 27) (29, 48) (35, 25)
(10, 11) (2, 27) (29, 48) (48, 22)
(10, 11) (2, 27) (29, 48) (31, 24)
(10, 11) (2, 27) (29, 48) (44, 20)
(10, 11) (2, 27) (29, 48) (42, 20)
(10, 11) (2, 27) (29, 48) (36, 19)
(10, 11) (2, 27) (29, 48) (45, 13)
(10, 11) (2, 27) (29, 48) (34, 19)
(10, 11) (2, 27) (29, 48) (50, 8)
(10, 11) (2, 27) (29, 48) (47, 6)
(10, 11) (2, 27) (29, 48) (33, 18)
(10, 11) (2, 27) (29, 48) (43, 6)
(10, 11) (2, 27) (29, 48) (37, 12)
(10, 11) (2, 27) (29, 48) (38, 9)
(10, 11) (2, 27) (29, 48) (42, 4)
(10, 11) (2, 27) (29, 48) (33, 15)
(10, 11) (2, 27) (29, 48) (34, 11)
(10, 11) (2, 27) (29, 48) (33, 12)
(10, 11) (2, 27) (29, 48) (35, 3)
(10, 11) (2, 27) (29, 48) (33, 3)
(10, 11) (2, 27) (29, 48) (30, 7)
(10, 11) (2, 27) (29, 48) (29, 2)
(10, 11) (2, 27) (29, 48) (27, 3)
(10, 11) (2, 27) (29, 48) (27, 2)
(10, 11) (2, 27) (29, 48) (25, 6)
(10, 11) (2, 27) (29, 48) (25, 6)
(10, 11) (2, 27) (29, 48) (23, 12)
(10, 11) (2, 27) (29, 48) (24, 20)
(10, 11) (2, 27) (29, 48) (21, 10)
(10, 11) (2, 27) (29, 48) (19, 4)
(10, 11) (2, 27) (29, 48) (24, 22)
(10, 11) (2, 27) (29, 48) (13, 7)
(10, 11) (2, 27) (29, 48) (19, 16)
(10, 11) (2, 27) (29, 48) (15, 12)
(10, 11) (2, 27) (29, 48) (8, 3)
(10, 11) (2, 27) (29, 48) (5, 0)
(10, 11) (2, 27) (29, 48) (4, 2)
(10, 11) (2, 27) (29, 48) (10, 9)
(10, 11) (2, 27) (27, 35) (38, 32)
(10, 11) (2, 27) (27, 35) (44, 33)
(10, 11) (2, 27) (27, 35) (45, 33)
(10, 11) (2, 27) (27, 35) (38, 29)
(10, 11) (2, 27) (27, 35) (37, 28)
(10, 11) (2, 27) (27, 35) (50, 29)
(10, 11) (2, 27) (27, 35) (34, 26)
(10, 11) (2, 27) (27, 35) (34, 25)
(10, 11) (2, 27) (27, 35) (35, 25)
(10, 11) (2, 27) (27, 35) (48, 22)
(10, 11) (2, 27) (27, 35) (31, 24)
(10, 11) (2, 27) (27, 35) (44, 20)
(10, 11) (2, 27) (27, 35) (42, 20)
(10, 11) (2, 27) (27, 35) (36, 19)
(10, 11) (2, 27) (27, 35) (45, 13)
(10, 11) (2, 27) (27, 35) (34, 19)
(10, 11) (2, 27) (27, 35) (50, 8)
(10, 11) (2, 27) (27, 35) (47, 6)
(10, 11) (2, 27) (27, 35) (33, 18)
(10, 11) (2, 27) (27, 35) (43, 6)
(10, 11) (2, 27) (27, 35) (37, 12)
(10, 11) (2, 27) (27, 35) (38, 9)
(10, 11) (2, 27) (27, 35) (42, 4)
(10, 11) (2, 27) (27, 35) (33, 15)
(10, 11) (2, 27) (27, 35) (34, 11)
(10, 11) (2, 27) (27, 35) (33, 12)
(10, 11) (2, 27) (27, 35) (35, 3)
(10, 11) (2, 27) (27, 35) (33, 3)
(10, 11) (2, 27) (27, 35) (30, 7)
(10, 11) (2, 27) (27, 35) (29, 2)
(10, 11) (2, 27) (27, 35) (27, 3)
(10, 11) (2, 27) (27, 35) (27, 2)
(10, 11) (2, 27) (27, 35) (25, 6)
(10, 11) (2, 27) (27, 35) (25, 6)
(10, 11) (2, 27) (27, 35) (23, 12)
(10, 11) (2, 27) (27, 35) (24, 20)
(10, 11) (2, 27) (27, 35) (21, 10)
(10, 11) (2, 27) (27, 35) (19, 4)
(10, 11) (2, 27) (27, 35) (24, 22)
(10, 11) (2, 27) (27, 35) (13, 7)
(10, 11) (2, 27) (27, 35) (19, 16)
(10, 11) (2, 27) (27, 35) (15, 12)
(10, 11) (2, 27) (27, 35) (8, 3)
(10, 11) (2, 27) (27, 35) (5, 0)
(10, 11) (2, 27) (27, 35) (4, 2)
(10, 11) (2, 27) (27, 35) (10, 9)
(10, 11) (2, 27) (31, 41) (44, 33)
(10, 11) (2, 27) (31, 41) (45, 33)
(10, 11) (2, 27) (31, 41) (38, 29)
(10, 11) (2, 27) (31, 41) (37, 28)
(10, 11) (2, 27) (31, 41) (50, 29)
(10, 11) (2, 27) (31, 41) (34, 26)
(10, 11) (2, 27) (31, 41) (34, 25)
(10, 11) (2, 27) (31, 41) (35, 25)
(10, 11) (2, 27) (31, 41) (48, 22)
(10, 11) (2, 27) (31, 41) (31, 24)
(10, 11) (2, 27) (31, 41) (44, 20)
(10, 11) (2, 27) (31, 41) (42, 20)
(10, 11) (2, 27) (31, 41) (36, 19)
(10, 11) (2, 27) (31, 41) (45, 13)
(10, 11) (2, 27) (31, 41) (34, 19)
(10, 11) (2, 27) (31, 41) (50, 8)
(10, 11) (2, 27) (31, 41) (47, 6)
(10, 11) (2, 27) (31, 41) (33, 18)
(10, 11) (2, 27) (31, 41) (43, 6)
(10, 11) (2, 27) (31, 41) (37, 12)
(10, 11) (2, 27) (31, 41) (38, 9)
(10, 11) (2, 27) (31, 41) (42, 4)
(10, 11) (2, 27) (31, 41) (33, 15)
(10, 11) (2, 27) (31, 41) (34, 11)
(10, 11) (2, 27) (31, 41) (33, 12)
(10, 11) (2, 27) (31, 41) (35, 3)
(10, 11) (2, 27) (31, 41) (33, 3)
(10, 11) (2, 27) (31, 41) (30, 7)
(10, 11) (2, 27) (31, 41) (29, 2)
(10, 11) (2, 27) (31, 41) (27, 3)
(10, 11) (2, 27) (31, 41) (27, 2)
(10, 11) (2, 27) (31, 41) (25, 6)
(10, 11) (2, 27) (31, 41) (25, 6)
(10, 11) (2, 27) (31, 41) (23, 12)
(10, 11) (2, 27) (31, 41) (24, 20)
(10, 11) (2, 27) (31, 41) (21, 10)
(10, 11) (2, 27) (31, 41) (19, 4)
(10, 11) (2, 27) (31, 41) (24, 22)
(10, 11) (2, 27) (31, 41) (13, 7)
(10, 11) (2, 27) (31, 41) (19, 16)
(10, 11) (2, 27) (31, 41) (15, 12)
(10, 11) (2, 27) (31, 41) (8, 3)
(10, 11) (2, 27) (31, 41) (5, 0)
(10, 11) (2, 27) (31, 41) (4, 2)
(10, 11) (2, 27) (31, 41) (10, 9)
(10, 11) (2, 27) (35, 45) (45, 33)
(10, 11) (2, 27) (35, 45) (38, 29)
(10, 11) (2, 27) (35, 45) (37, 28)
(10, 11) (2, 27) (35, 45) (50, 29)
(10, 11) (2, 27) (35, 45) (34, 26)
(10, 11) (2, 27) (35, 45) (34, 25)
(10, 11) (2, 27) (35, 45) (35, 25)
(10, 11) (2, 27) (35, 45) (48, 22)
(10, 11) (2, 27) (35, 45) (31, 24)
(10, 11) (2, 27) (35, 45) (44, 20)
(10, 11) (2, 27) (35, 45) (42, 20)
(10, 11) (2, 27) (35, 45) (36, 19)
(10, 11) (2, 27) (35, 45) (45, 13)
(10, 11) (2, 27) (35, 45) (34, 19)
(10, 11) (2, 27) (35, 45) (50, 8)
(10, 11) (2, 27) (35, 45) (47, 6)
(10, 11) (2, 27) (35, 45) (33, 18)
(10, 11) (2, 27) (35, 45) (43, 6)
(10, 11) (2, 27) (35, 45) (37, 12)
(10, 11) (2, 27) (35, 45) (38, 9)
(10, 11) (2, 27) (35, 45) (42, 4)
(10, 11) (2, 27) (35, 45) (33, 15)
(10, 11) (2, 27) (35, 45) (34, 11)
(10, 11) (2, 27) (35, 45) (33, 12)
(10, 11) (2, 27) (35, 45) (35, 3)
(10, 11) (2, 27) (35, 45) (33, 3)
(10, 11) (2, 27) (35, 45) (30, 7)
(10, 11) (2, 27) (35, 45) (29, 2)
(10, 11) (2, 27) (35, 45) (27, 3)
(10, 11) (2, 27) (35, 45) (27, 2)
(10, 11) (2, 27) (35, 45) (25, 6)
(10, 11) (2, 27) (35, 45) (25, 6)
(10, 11) (2, 27) (35, 45) (23, 12)
(10, 11) (2, 27) (35, 45) (24, 20)
(10, 11) (2, 27) (35, 45) (21, 10)
(10, 11) (2, 27) (35, 45) (19, 4)
(10, 11) (2, 27) (35, 45) (24, 22)
(10, 11) (2, 27) (35, 45) (13, 7)
(10, 11) (2, 27) (35, 45) (19, 16)
(10, 11) (2, 27) (35, 45) (15, 12)
(10, 11) (2, 27) (35, 45) (8, 3)
(10, 11) (2, 27) (35, 45) (5, 0)
(10, 11) (2, 27) (35, 45) (4, 2)
(10, 11) (2, 27) (35, 45) (10, 9)
(10, 11) (2, 27) (35, 38) (38, 29)
(10, 11) (2, 27) (35, 38) (37, 28)
(10, 11) (2, 27) (35, 38) (50, 29)
(10, 11) (2, 27) (35, 38) (34, 26)
(10, 11) (2, 27) (35, 38) (34, 25)
(10, 11) (2, 27) (35, 38) (35, 25)
(10, 11) (2, 27) (35, 38) (48, 22)
(10, 11) (2, 27) (35, 38) (31, 24)
(10, 11) (2, 27) (35, 38) (44, 20)
(10, 11) (2, 27) (35, 38) (42, 20)
(10, 11) (2, 27) (35, 38) (36, 19)
(10, 11) (2, 27) (35, 38) (45, 13)
(10, 11) (2, 27) (35, 38) (34, 19)
(10, 11) (2, 27) (35, 38) (50, 8)
(10, 11) (2, 27) (35, 38) (47, 6)
(10, 11) (2, 27) (35, 38) (33, 18)
(10, 11) (2, 27) (35, 38) (43, 6)
(10, 11) (2, 27) (35, 38) (37, 12)
(10, 11) (2, 27) (35, 38) (38, 9)
(10, 11) (2, 27) (35, 38) (42, 4)
(10, 11) (2, 27) (35, 38) (33, 15)
(10, 11) (2, 27) (35, 38) (34, 11)
(10, 11) (2, 27) (35, 38) (33, 12)
(10, 11) (2, 27) (35, 38) (35, 3)
(10, 11) (2, 27) (35, 38) (33, 3)
(10, 11) (2, 27) (35, 38) (30, 7)
(10, 11) (2, 27) (35, 38) (29, 2)
(10, 11) (2, 27) (35, 38) (27, 3)
(10, 11) (2, 27) (35, 38) (27, 2)
(10, 11) (2, 27) (35, 38) (25, 6)
(10, 11) (2, 27) (35, 38) (25, 6)
(10, 11) (2, 27) (35, 38) (23, 12)
(10, 11) (2, 27) (35, 38) (24, 20)
(10, 11) (2, 27) (35, 38) (21, 10)
(10, 11) (2, 27) (35, 38) (19, 4)
(10, 11) (2, 27) (35, 38) (24, 22)
(10, 11) (2, 27) (35, 38) (13, 7)
(10, 11) (2, 27) (35, 38) (19, 16)
(10, 11) (2, 27) (35, 38) (15, 12)
(10, 11) (2, 27) (35, 38) (8, 3)
(10, 11) (2, 27) (35, 38) (5, 0)
(10, 11) (2, 27) (35, 38) (4, 2)
(10, 11) (2, 27) (35, 38) (10, 9)
(10, 11) (2, 27) (36, 37) (37, 28)
(10, 11) (2, 27) (36, 37) (50, 29)
(10, 11) (2, 27) (36, 37) (34, 26)
(10, 11) (2, 27) (36, 37) (34, 25)
(10, 11) (2, 27) (36, 37) (35, 25)
(10, 11) (2, 27) (36, 37) (48, 22)
(10, 11) (2, 27) (36, 37) (31, 24)
(10, 11) (2, 27) (36, 37) (44, 20)
(10, 11) (2, 27) (36, 37) (42, 20)
(10, 11) (2, 27) (36, 37) (36, 19)
(10, 11) (2, 27) (36, 37) (45, 13)
(10, 11) (2, 27) (36, 37) (34, 19)
(10, 11) (2, 27) (36, 37) (50, 8)
(10, 11) (2, 27) (36, 37) (47, 6)
(10, 11) (2, 27) (36, 37) (33, 18)
(10, 11) (2, 27) (36, 37) (43, 6)
(10, 11) (2, 27) (36, 37) (37, 12)
(10, 11) (2, 27) (36, 37) (38, 9)
(10, 11) (2, 27) (36, 37) (42, 4)
(10, 11) (2, 27) (36, 37) (33, 15)
(10, 11) (2, 27) (36, 37) (34, 11)
(10, 11) (2, 27) (36, 37) (33, 12)
(10, 11) (2, 27) (36, 37) (35, 3)
(10, 11) (2, 27) (36, 37) (33, 3)
(10, 11) (2, 27) (36, 37) (30, 7)
(10, 11) (2, 27) (36, 37) (29, 2)
